fundingTime,formulaType,fundingRate,instId,instType,method,realizedRate
2025-10-31 08:00:00,withRate,-1.55019983637e-05,BTC-USDT-SWAP,SWAP,current_period,-1.55019983637e-05
2025-10-31 16:00:00,withRate,1.62698570888e-05,BTC-USDT-SWAP,SWAP,current_period,1.62698570888e-05
2025-11-01 00:00:00,withRate,8.585506063e-06,BTC-USDT-SWAP,SWAP,current_period,8.585506063e-06
2025-11-01 08:00:00,withRate,-1.6899516073e-05,BTC-USDT-SWAP,SWAP,current_period,-1.6899516073e-05
2025-11-01 16:00:00,withRate,5.55605799215e-05,BTC-USDT-SWAP,SWAP,current_period,5.55605799215e-05
2025-11-02 00:00:00,withRate,5.22212010509e-05,BTC-USDT-SWAP,SWAP,current_period,5.22212010509e-05
2025-11-02 08:00:00,withRate,5.85517753112e-05,BTC-USDT-SWAP,SWAP,current_period,5.85517753112e-05
2025-11-02 16:00:00,withRate,3.20912292502e-05,BTC-USDT-SWAP,SWAP,current_period,3.20912292502e-05
2025-11-03 00:00:00,withRate,4.56077884426e-05,BTC-USDT-SWAP,SWAP,current_period,4.56077884426e-05
2025-11-03 08:00:00,withRate,7.31519084101e-05,BTC-USDT-SWAP,SWAP,current_period,7.31519084101e-05
2025-11-03 16:00:00,withRate,2.67288924878e-05,BTC-USDT-SWAP,SWAP,current_period,2.67288924878e-05
2025-11-04 00:00:00,withRate,4.04735864738e-05,BTC-USDT-SWAP,SWAP,current_period,4.04735864738e-05
2025-11-04 08:00:00,withRate,5.84665104018e-05,BTC-USDT-SWAP,SWAP,current_period,5.84665104018e-05
2025-11-04 16:00:00,withRate,6.61997790086e-05,BTC-USDT-SWAP,SWAP,current_period,6.61997790086e-05
2025-11-05 00:00:00,withRate,6.4991693472e-05,BTC-USDT-SWAP,SWAP,current_period,6.4991693472e-05
2025-11-05 08:00:00,withRate,8.42147994619e-05,BTC-USDT-SWAP,SWAP,current_period,8.42147994619e-05
2025-11-05 16:00:00,withRate,4.51297573925e-05,BTC-USDT-SWAP,SWAP,current_period,4.51297573925e-05
2025-11-06 00:00:00,withRate,1.57168294851e-05,BTC-USDT-SWAP,SWAP,current_period,1.57168294851e-05
2025-11-06 08:00:00,withRate,0.0001,BTC-USDT-SWAP,SWAP,current_period,0.0001
2025-11-06 16:00:00,withRate,4.54143090428e-05,BTC-USDT-SWAP,SWAP,current_period,4.54143090428e-05
2025-11-07 00:00:00,withRate,5.0279459665e-05,BTC-USDT-SWAP,SWAP,current_period,5.0279459665e-05
2025-11-07 08:00:00,withRate,7.14869537633e-05,BTC-USDT-SWAP,SWAP,current_period,7.14869537633e-05
2025-11-07 16:00:00,withRate,5.59176142399e-05,BTC-USDT-SWAP,SWAP,current_period,5.59176142399e-05
2025-11-08 00:00:00,withRate,2.9557650032e-05,BTC-USDT-SWAP,SWAP,current_period,2.9557650032e-05
2025-11-08 08:00:00,withRate,5.58312624923e-05,BTC-USDT-SWAP,SWAP,current_period,5.58312624923e-05
2025-11-08 16:00:00,withRate,6.49692316699e-05,BTC-USDT-SWAP,SWAP,current_period,6.49692316699e-05
2025-11-09 00:00:00,withRate,4.12149216987e-05,BTC-USDT-SWAP,SWAP,current_period,4.12149216987e-05
2025-11-09 08:00:00,withRate,1.30848727424e-05,BTC-USDT-SWAP,SWAP,current_period,1.30848727424e-05
2025-11-09 16:00:00,withRate,4.25034396972e-05,BTC-USDT-SWAP,SWAP,current_period,4.25034396972e-05
2025-11-10 00:00:00,withRate,3.8809398772e-05,BTC-USDT-SWAP,SWAP,current_period,3.8809398772e-05
2025-11-10 08:00:00,withRate,6.06213749321e-05,BTC-USDT-SWAP,SWAP,current_period,6.06213749321e-05
2025-11-10 16:00:00,withRate,5.82994288523e-05,BTC-USDT-SWAP,SWAP,current_period,5.82994288523e-05
2025-11-11 00:00:00,withRate,5.143721726e-06,BTC-USDT-SWAP,SWAP,current_period,5.143721726e-06
2025-11-11 08:00:00,withRate,1.97305330865e-05,BTC-USDT-SWAP,SWAP,current_period,1.97305330865e-05
2025-11-11 16:00:00,withRate,9.85783046857e-05,BTC-USDT-SWAP,SWAP,current_period,9.85783046857e-05
2025-11-12 00:00:00,withRate,7.24146262535e-05,BTC-USDT-SWAP,SWAP,current_period,7.24146262535e-05
2025-11-12 08:00:00,withRate,4.2007594773e-06,BTC-USDT-SWAP,SWAP,current_period,4.2007594773e-06
2025-11-12 16:00:00,withRate,5.27526927111e-05,BTC-USDT-SWAP,SWAP,current_period,5.27526927111e-05
2025-11-13 00:00:00,withRate,-1.41044347494e-05,BTC-USDT-SWAP,SWAP,current_period,-1.41044347494e-05
2025-11-13 08:00:00,withRate,4.87123992611e-05,BTC-USDT-SWAP,SWAP,current_period,4.87123992611e-05
2025-11-13 16:00:00,withRate,5.78386210321e-05,BTC-USDT-SWAP,SWAP,current_period,5.78386210321e-05
2025-11-14 00:00:00,withRate,2.61802815236e-05,BTC-USDT-SWAP,SWAP,current_period,2.61802815236e-05
2025-11-14 08:00:00,withRate,1.88199535677e-05,BTC-USDT-SWAP,SWAP,current_period,1.88199535677e-05
2025-11-14 16:00:00,withRate,6.69129087792e-05,BTC-USDT-SWAP,SWAP,current_period,6.69129087792e-05
2025-11-15 00:00:00,withRate,4.80162396011e-05,BTC-USDT-SWAP,SWAP,current_period,4.80162396011e-05
2025-11-15 08:00:00,withRate,1.44273059268e-05,BTC-USDT-SWAP,SWAP,current_period,1.44273059268e-05
2025-11-15 16:00:00,withRate,1.56113710552e-05,BTC-USDT-SWAP,SWAP,current_period,1.56113710552e-05
2025-11-16 00:00:00,withRate,2.16064053648e-05,BTC-USDT-SWAP,SWAP,current_period,2.16064053648e-05
2025-11-16 08:00:00,withRate,3.5513956278e-06,BTC-USDT-SWAP,SWAP,current_period,3.5513956278e-06
2025-11-16 16:00:00,withRate,9.25527904674e-05,BTC-USDT-SWAP,SWAP,current_period,9.25527904674e-05
2025-11-17 00:00:00,withRate,8.97052724139e-05,BTC-USDT-SWAP,SWAP,current_period,8.97052724139e-05
2025-11-17 08:00:00,withRate,0.0001,BTC-USDT-SWAP,SWAP,current_period,0.0001
2025-11-17 16:00:00,withRate,5.72812005786e-05,BTC-USDT-SWAP,SWAP,current_period,5.72812005786e-05
2025-11-18 00:00:00,withRate,7.09211291411e-05,BTC-USDT-SWAP,SWAP,current_period,7.09211291411e-05
2025-11-18 08:00:00,withRate,0.0001,BTC-USDT-SWAP,SWAP,current_period,0.0001
2025-11-18 16:00:00,withRate,5.40586828625e-05,BTC-USDT-SWAP,SWAP,current_period,5.40586828625e-05
2025-11-19 00:00:00,withRate,4.92661528492e-05,BTC-USDT-SWAP,SWAP,current_period,4.92661528492e-05
2025-11-19 08:00:00,withRate,4.95383964065e-05,BTC-USDT-SWAP,SWAP,current_period,4.95383964065e-05
2025-11-19 16:00:00,withRate,-4.331081165e-07,BTC-USDT-SWAP,SWAP,current_period,-4.331081165e-07
2025-11-20 00:00:00,withRate,7.52648217993e-05,BTC-USDT-SWAP,SWAP,current_period,7.52648217993e-05
2025-11-20 08:00:00,withRate,0.0001,BTC-USDT-SWAP,SWAP,current_period,0.0001
2025-11-20 16:00:00,withRate,8.4294924693e-05,BTC-USDT-SWAP,SWAP,current_period,8.4294924693e-05
